,index,created_at,followers_count,full_text,lang,mode,retweet,retweet_count,retweet_text,retweeted,user_id,tweet_id,clean_text,polarity,date,hashtag,sentiment
18717,244,2019-12-01 03:49:35,59,"So #KnivesOut is a fucking great movie, but my favorite detail has nothing to do with the mystery, it's when Daniel Craig's character, Blanc, is singing along to Losing my Mind from Follies in his car, happy as a clam. It's just a delicious bit of charecterization.",en,extended,False,0,,False,755994750235258881,1200985265650597890,So KnivesOut is a fucking great movie but my favorite detail has nothing to do with the mystery its when Daniel Craigs character Blanc is singing along to Losing my Mind from Follies in his car happy as a clam Its just a delicious bit of charecterization,0.775,2019-12-01,KnivesOut,positive
23457,488,2019-11-28 00:35:28,1925,"update — #KnivesOut is delicious in every way.

I may have liked it more than anyone I was with, but I have no shame.

It’s a great whodunit! Go see it! https://t.co/r6hw4wf4Pv",en,extended,False,0,,False,368418126,1199849253834805248,update KnivesOut is delicious in every way I may have liked it more than anyone I was with but I have no shameIts a great whodunit Go see it,0.775,2019-11-28,KnivesOut,positive
17602,629,2019-12-01 21:45:56,191,#KnivesOut was a classic!! Great cast and great story!! I loved it!!,en,extended,False,0,,False,34467894,1201256139465383938,KnivesOut was a classic Great cast and great story I loved it,0.7651041666666667,2019-12-01,KnivesOut,positive
21786,315,2019-11-29 00:02:46,318,Y'all better get out there and see one of the best films of the year #KnivesOut https://t.co/Re70xhvXJz,en,extended,False,0,,False,874754928228564992,1200203409791635457,Yall better get out there and see one of the best films of the year KnivesOut,0.75,2019-11-29,KnivesOut,positive
7104,2109,2019-12-06 15:15:31,15164,"We never exaggerate. Now listen to this magnificent, transcendent, and astonishing ep by @GeekDigPod. You know you want to click that link... #KnivesOut #BSPN https://t.co/V2QcUHXahx https://t.co/JW7RHU7KIQ",en,extended,False,1,,False,2979466367,1202969825460596737,We never exaggerate Now listen to this magnificent transcendent and astonishing ep by GeekDigPod You know you want to click that link KnivesOut BSPN,0.75,2019-12-06,KnivesOut,positive
15439,464,2019-12-02 22:53:05,268,"So, I just saw #KnivesOut and got to say I loved it, I'd happily watch it again knowing how it ended to see how the conclusion was built in from the beginning.",en,extended,False,0,,False,4558100177,1201635427846893569,So I just saw KnivesOut and got to say I loved it Id happily watch it again knowing how it ended to see how the conclusion was built in from the beginning,0.75,2019-12-02,KnivesOut,positive
23094,125,2019-11-28 01:38:12,129,#KnivesOut was good. Great for anyone who loves a mystery.,en,extended,False,0,,False,350830231,1199865039714258944,KnivesOut was good Great for anyone who loves a mystery,0.75,2019-11-28,KnivesOut,positive
18983,510,2019-12-01 02:54:17,233,@KnivesOut is deliciously entertaining a masterful  tribute to Holmes and Christie. Daniel Craig steaks and chews the scenery with sky aplomb and it’s meticulously crafted. A must see. #KnivesOut,en,extended,False,0,,False,270870197,1200971348564033536,KnivesOut is deliciously entertaining a masterful tribute to Holmes and Christie Daniel Craig steaks and chews the scenery with sky aplomb and its meticulously crafted A must see KnivesOut,0.75,2019-12-01,KnivesOut,positive
13289,308,2019-12-04 00:04:05,143,"Thoroughly enjoyed #KnivesOut
Great film!",en,extended,False,0,,False,382025281,1202015683103666176,Thoroughly enjoyed KnivesOut Great film,0.75,2019-12-04,KnivesOut,positive
12368,1387,2019-12-04 15:52:17,1101,That was fantastic @rianjohnson ! Best film of the year IMO #KnivesOut https://t.co/pkeCHJnmUw,en,extended,False,0,,False,35766977,1202254303806644224,That was fantastic rianjohnson Best film of the year IMO KnivesOut,0.75,2019-12-04,KnivesOut,positive
19220,747,2019-12-01 02:08:09,1683,"Just saw #KnivesOut and it was hilarious, twisty, and the perfect nod to Dame Agatha👌💯🕵️‍♂️🔍",en,extended,False,0,,False,21128520,1200959738357284865,Just saw KnivesOut and it was hilarious twisty and the perfect nod to Dame Agatha,0.75,2019-12-01,KnivesOut,positive
18974,501,2019-12-01 02:57:20,233,@KnivesOut is deliciously entertaining a masterful  tribute to Holmes and Christie. Daniel Craig steals and chews the scenery with sky aplomb and it’s meticulously crafted. A must see. #KnivesOut,en,extended,False,0,,False,270870197,1200972115677237248,KnivesOut is deliciously entertaining a masterful tribute to Holmes and Christie Daniel Craig steals and chews the scenery with sky aplomb and its meticulously crafted A must see KnivesOut,0.75,2019-12-01,KnivesOut,positive
30161,39,2019-11-20 23:43:52,268,"So many films to watch...plenty of time 😉
WHAT FILM WOULD BE PERFECT TO END THE YEAR WITH....
 #FordVsFerrari #Frozen #JojoRabbit #QueenAndSlim  #thegoodliar #KnivesOut #HoneyBoy #Waves #MrRogers #StarWarsTheRiseOfSkywalker #JumanjiTheNextLevel  #FilmTwitter https://t.co/JmbKC9QFix",en,extended,False,0,,False,871547337469984769,1197299552354799619,So many films to watchplenty of time WHAT FILM WOULD BE PERFECT TO END THE YEAR WITH FordVsFerrari Frozen JojoRabbit QueenAndSlim thegoodliar KnivesOut HoneyBoy Waves MrRogers StarWarsTheRiseOfSkywalker JumanjiTheNextLevel FilmTwitter,0.75,2019-11-20,KnivesOut,positive
19108,635,2019-12-01 02:30:45,423,marta deserves nothing but happiness #KnivesOut,en,extended,False,0,,False,754087424574185473,1200965429038063618,marta deserves nothing but happiness KnivesOut,0.7,2019-12-01,KnivesOut,positive
7933,2938,2019-12-06 05:53:30,1870,Just saw and loved #KnivesOut . This Q&amp;A with ⁦@rianjohnson⁩ by ⁦@IndieFocus⁩ is a must-read — after you’ve seen the film.  https://t.co/24VB2mXYCK,en,extended,False,1,,False,40091507,1202828391524659201,Just saw and loved KnivesOut This QampA with rianjohnson by IndieFocus is a mustread after youve seen the film,0.7,2019-12-06,KnivesOut,positive
18117,1144,2019-12-01 20:08:26,276,Can’t even wrap my head around how good #KnivesOut is. That ending is 👌🏻 🗡,en,extended,False,0,,False,408569911,1201231600501088256,Cant even wrap my head around how good KnivesOut is That ending is,0.7,2019-12-01,KnivesOut,positive
21261,1290,2019-11-29 22:36:04,191,@KnivesOut Did indeed. But not until about 3/4 of the wat through. Loved it. #KnivesOut,en,extended,False,0,,False,2962877897,1200543981718921217,KnivesOut Did indeed But not until about 34 of the wat through Loved it KnivesOut,0.7,2019-11-29,KnivesOut,positive
16486,1512,2019-12-02 17:06:34,54,#KnivesOut no spoilers but please see this film if was so good,en,extended,False,0,,False,870168260536414208,1201548222629588992,KnivesOut no spoilers but please see this film if was so good,0.7,2019-12-02,KnivesOut,positive
15444,469,2019-12-02 22:51:07,231,"#KnivesOut was pretty great, Chris Evans and Daniel Craig were awesome in it 🙌",en,extended,False,0,,False,84568762,1201634929060253698,KnivesOut was pretty great Chris Evans and Daniel Craig were awesome in it,0.6833333333333332,2019-12-02,KnivesOut,positive
25401,438,2019-11-25 23:23:55,579,"I was able to see a preview screening of #KnivesOut thanks to #OdeonLimitless. What a brilliant film it was! One of the best comedy mystery films I've seen. Not to mention James Bond, Captain America and Laurie Strode in one film! What's not to love!",en,extended,False,0,,False,106537708,1199106471780397057,I was able to see a preview screening of KnivesOut thanks to OdeonLimitless What a brilliant film it was One of the best comedy mystery films Ive seen Not to mention James Bond Captain America and Laurie Strode in one film Whats not to love,0.665,2019-11-25,KnivesOut,positive
13067,86,2019-12-04 02:42:26,54,The movie #KnivesOut was excellent. And very funny too.,en,extended,False,0,,False,3158209952,1202055531197816832,The movie KnivesOut was excellent And very funny too,0.6625,2019-12-04,KnivesOut,positive
25536,573,2019-11-25 23:00:23,198,"'#KnivesOut': @rianjohnson gives a refreshing take on the whodunnit, with some very funny jokes and a brilliant performance from Daniel Craig, who seems to be enjoying himself. Also, a standout performance by @Ana_d_Armas. Script is very good. Great dialogue. 8/10",en,extended,False,0,,False,28355126,1199100548210987011,KnivesOut rianjohnson gives a refreshing take on the whodunnit with some very funny jokes and a brilliant performance from Daniel Craig who seems to be enjoying himself Also a standout performance by AnadArmas Script is very good Great dialogue 810,0.6558333333333333,2019-11-25,KnivesOut,positive
10793,2807,2019-12-05 05:07:09,421,"I didn’t think the interest in Ransom was going to be that great. While waiting for more parts to come in, I decided to make up an optional box. #funko #popvinyl #funkocustoms #popcustoms #spasticcustoms #customfunko #custompop #knivesout #ransomdrysdale #chrisevans https://t.co/nsqxwj3RbE",en,extended,False,24,,False,3787272442,1202454337995366400,I didnt think the interest in Ransom was going to be that great While waiting for more parts to come in I decided to make up an optional box funko popvinyl funkocustoms popcustoms spasticcustoms customfunko custompop knivesout ransomdrysdale chrisevans,0.65,2019-12-05,KnivesOut,positive
22546,1075,2019-11-28 20:51:45,778,"Just saw #KnivesOut and had a lot of fun.Why on earth aren't more murder-mysteries made?!

In any case, for this week's #novelsthatmademe, I ll go for my favourite of the genre- And Then There Were None. Has all the fun of puzzle-box narrative, but with a delicious horror streak https://t.co/HGIYmxvhtm",en,extended,False,0,,False,2806034537,1200155340282769424,Just saw KnivesOut and had a lot of funWhy on earth arent more murdermysteries madeIn any case for this weeks novelsthatmademe I ll go for my favourite of the genre And Then There Were None Has all the fun of puzzlebox narrative but with a delicious horror streak,0.6416666666666667,2019-11-28,KnivesOut,positive
178,178,2019-12-08 20:44:16,1299,"CONGRATS TO THE WHOLE CAST
#Repost knivesout
•  •  •  •  •
Congratulations to #KnivesOut for their Critics Choice Awards nominations including Best Comedy, Best Acting Ensemble, and Best Original… https://t.co/q4jhjRvMDl",en,extended,False,0,,False,960606492,1203777333376815106,CONGRATS TO THE WHOLE CASTRepost knivesout Congratulations to KnivesOut for their Critics Choice Awards nominations including Best Comedy Best Acting Ensemble and Best Original,0.64,2019-12-08,KnivesOut,positive
26549,494,2019-11-24 19:10:31,118,"#KnivesOut unlimited screening tomorrow.

Feel like I'm hyping myself up too much for my own good which I shouldn't do but it feels like a movie that was perfectly designed for me and my taste in films. I'm just hoping it lives up to my expectations! #FilmTwitter https://t.co/6JGYKmYdDg",en,extended,False,0,,False,923848210023616513,1198680310889746435,KnivesOut unlimited screening tomorrow Feel like Im hyping myself up too much for my own good which I shouldnt do but it feels like a movie that was perfectly designed for me and my taste in films Im just hoping it lives up to my expectations FilmTwitter,0.625,2019-11-24,KnivesOut,positive
31404,363,2019-11-19 17:13:19,103,"I just love the poster! 😍Look at the colour ensemble + arrangement. And, there's @jamieleecurtis... how could you not catch this one. 🎬#knivesout #KLIPS @klipsmalaysia #thriller #comedy #movie https://t.co/zdcHLPhXiv",en,extended,False,0,,False,31681539,1196838880449687552,I just love the poster Look at the colour ensemble arrangement And theres jamieleecurtis how could you not catch this one knivesout KLIPS klipsmalaysia thriller comedy movie,0.625,2019-11-19,KnivesOut,positive
13973,994,2019-12-03 17:50:41,386,Knives Out: The best kind of cliched whodunit fun. Rian Johnson's sense of humor is my kind of humor. #FilmOfTheWeek #KnivesOut https://t.co/QV0bZCXYHp,en,extended,False,0,,False,653493,1201921713740472320,Knives Out The best kind of cliched whodunit fun Rian Johnsons sense of humor is my kind of humor FilmOfTheWeek KnivesOut,0.625,2019-12-03,KnivesOut,positive
22605,1134,2019-11-28 20:33:51,1433,"I never go out Thanksgiving night...usually...but I couldn’t wait one more day to see #KnivesOut!

Can’t wait to see @rianjohnson ‘s genius, @jamieleecurtis ‘s moxie, and @ChrisEvans and all these sweaters I keep hearing about. https://t.co/1eGXe03q9p",en,extended,False,0,,False,2158821780,1200150835239555072,I never go out Thanksgiving nightusuallybut I couldnt wait one more day to see KnivesOut Cant wait to see rianjohnson s genius jamieleecurtis s moxie and ChrisEvans and all these sweaters I keep hearing about,0.625,2019-11-28,KnivesOut,positive
3699,1701,2019-12-07 20:38:28,1580,a stunning performance truly ! #KnivesOut https://t.co/E1hxzhKxcF,en,extended,False,0,,False,992280726266527745,1203413485889228800,a stunning performance truly KnivesOut,0.625,2019-12-07,KnivesOut,positive
1793,1795,2019-12-08 16:42:20,7387,I knew that Fran in #KnivesOut looked familiar… amazing work @EdiPattersonHi! Nice to be able to say “we knew her when.” https://t.co/vMnKKMCVvP,en,extended,False,0,,False,1777681,1203716452525719552,I knew that Fran in KnivesOut looked familiar amazing work EdiPattersonHi Nice to be able to say we knew her when,0.6166666666666667,2019-12-08,KnivesOut,positive
28106,58,2019-11-23 02:26:14,209,Loved #KnivesOut from beginning to end. Thank you @rianjohnson for making a great whodunnit movie and for the sweet poster 👍🏼👍🏼 https://t.co/vPNt0iZ7ip,en,extended,False,0,,False,249991644,1198065188253110273,Loved KnivesOut from beginning to end Thank you rianjohnson for making a great whodunnit movie and for the sweet poster,0.6166666666666667,2019-11-23,KnivesOut,positive
17057,83,2019-12-01 23:31:42,118,"@rianjohnson if you wouldn’t mind, please make this the first film in a whodunnit trilogy with Benoit Blanc!
The character was amazing!
Also, I wouldn’t mind if you put Marta in another Benoit Blanc story as well, amazing performances by both Daniel and Ana!
#KnivesOut",en,extended,False,0,,False,368412148,1201282754807287808,rianjohnson if you wouldnt mind please make this the first film in a whodunnit trilogy with Benoit BlancThe character was amazing Also I wouldnt mind if you put Marta in another Benoit Blanc story as well amazing performances by both Daniel and AnaKnivesOut,0.6041666666666666,2019-12-01,KnivesOut,positive
19803,1330,2019-11-30 23:55:09,73,"@rianjohnson Mr Johnson, just wanted to say I saw your wonderful #knivesout last night and it was a genuine thrill to watch. Very engaging plot, with superbly adroit characters - fascinating ingenuity from yourself with story and direction. You nailed it Sir. Thank you.",en,extended,False,0,,False,2323663976,1200926269904490496,rianjohnson Mr Johnson just wanted to say I saw your wonderful knivesout last night and it was a genuine thrill to watch Very engaging plot with superbly adroit characters fascinating ingenuity from yourself with story and direction You nailed it Sir Thank you,0.6033333333333334,2019-11-30,KnivesOut,positive
10715,2729,2019-12-05 06:10:19,91,"Just saw #KnivesOut by @rianjohnson and I gasped, laughed, and smacked my best friend at the Baby Driver reference (one of our fave movies)
In short, best film I've seen in a HOT minute!",en,extended,False,0,,False,899308153472528384,1202470233304436736,Just saw KnivesOut by rianjohnson and I gasped laughed and smacked my best friend at the Baby Driver reference one of our fave moviesIn short best film Ive seen in a HOT minute,0.6025,2019-12-05,KnivesOut,positive
15151,173,2019-12-03 00:24:13,11,#KnivesOut Such a great movie and great cast! @ChrisEvans was amazing as always https://t.co/AVGndm2yPQ,en,extended,False,0,,False,868303160,1201658359155437568,KnivesOut Such a great movie and great cast ChrisEvans was amazing as always,0.6000000000000001,2019-12-03,KnivesOut,positive
22569,1098,2019-11-28 20:44:42,172,So #KnivesOut looks amazing. Haven’t been to the cinema in a while but maybe for this one 🍿,en,extended,False,0,,False,1022486373876547586,1200153567530770432,So KnivesOut looks amazing Havent been to the cinema in a while but maybe for this one,0.6000000000000001,2019-11-28,KnivesOut,positive
19863,1390,2019-11-30 23:45:21,18873,Loved #KnivesOut my favorite moment was Michael Shannon yelling at Chris Evans wielding a packet of cookies https://t.co/3OIoyOUTS0,en,extended,False,6,,False,231772106,1200923805192843265,Loved KnivesOut my favorite moment was Michael Shannon yelling at Chris Evans wielding a packet of cookies,0.6,2019-11-30,KnivesOut,positive
14987,8,2019-12-03 01:20:02,653,"Also!!! Ana de Armas is so, so good in #KnivesOut. Among many Hollywood Greats you would expect to lead, she is the one who takes charge of the film. Give her all of the awards for this role. https://t.co/jGRBnvcFNU",en,extended,False,0,,False,24769175,1201672407494406144,Also Ana de Armas is so so good in KnivesOut Among many Hollywood Greats you would expect to lead she is the one who takes charge of the film Give her all of the awards for this role,0.6,2019-12-03,KnivesOut,positive
12457,1476,2019-12-04 15:31:16,636,Daniel Craig was a delight and Evans was beautiful as always. It was pretty good. #KnivesOut https://t.co/Rnt9AyV3gV,en,extended,False,0,,False,991884911022718976,1202249015259062272,Daniel Craig was a delight and Evans was beautiful as always It was pretty good KnivesOut,0.6,2019-12-04,KnivesOut,positive
16318,1344,2019-12-02 17:50:14,141,Knives Out is quite entertaining. Chris Evans is as gorgeous and drool-worthy as ever.😍😍 #KnivesOut,en,extended,False,0,,False,1176153022814142477,1201559210892218368,Knives Out is quite entertaining Chris Evans is as gorgeous and droolworthy as ever KnivesOut,0.6,2019-12-02,KnivesOut,positive
