,index,created_at,followers_count,full_text,lang,mode,retweet,retweet_count,retweet_text,retweeted,user_id,tweet_id,clean_text,polarity,date,hashtag,sentiment
946,315,2019-11-09 22:31:15,773,Rebecca Ferguson found a way for me to love her more. #DrSleep https://t.co/py3mu4NdKN,en,extended,False,1,,False,339673716,1193295010411626497,Rebecca Ferguson found a way for me to love her more DrSleep,0.5,2019-11-09,DrSleep,positive
761,97,2019-11-10 19:01:17,761,"#DrSleep actually good movie by itself rather than a sequel, it focuses more on the supernatural elements rather than thriller",en,extended,False,0,,False,2232789407,1193604558729236482,DrSleep actually good movie by itself rather than a sequel it focuses more on the supernatural elements rather than thriller,0.45555555555555555,2019-11-10,DrSleep,positive
1488,8,2019-11-06 00:33:38,63,I really hope this is going to be good. #DrSleep #horrorfreak #horror https://t.co/diQFmi7XUj,en,normal,False,0,,False,183369455,1191876255714619393,I really hope this is going to be good DrSleep horrorfreak horror,0.44999999999999996,2019-11-06,DrSleep,positive
457,7,2019-11-13 20:49:44,344,Still can't stop thinking about #DrSleep such an great movie https://t.co/JuacHCsfR6,en,extended,False,0,,False,85976717,1194719016289476615,Still cant stop thinking about DrSleep such an great movie,0.4,2019-11-13,DrSleep,positive
1688,258,2019-10-31 23:23:37,7,Me everytime the heart beat sound effect came on in #drsleep https://t.co/SldcW4zLY9,en,normal,False,0,,False,1064260309597196288,1190046698225188864,Me everytime the heart beat sound effect came on in drsleep,0.4,2019-10-31,DrSleep,positive
1744,325,2019-10-31 04:13:50,1012,"Super solid adaptation of #DrSleep.

Beautifully acted and directed.

Need another viewing and some time to let it… https://t.co/XWXbpH6t3o",en,normal,False,0,,False,602935365,1189757346341277696,Super solid adaptation of DrSleepBeautifully acted and directed Need another viewing and some time to let it,0.39444444444444443,2019-10-31,DrSleep,positive
957,329,2019-11-09 21:43:27,77,Saw #DrSleep today. Pretty wacky stuff in there but decent follow up and to the original better than It chapter 2,en,extended,False,0,,False,926401925054173184,1193282982401974273,Saw DrSleep today Pretty wacky stuff in there but decent follow up and to the original better than It chapter 2,0.3583333333333333,2019-11-09,DrSleep,positive
287,51,2019-11-16 11:35:25,464,One of my images of this amazingly sweet child in The Times of India. She is on quite the ride....#kylieghcurran #drsleep ZEISS Camera Lenses Americas https://t.co/yg8GCx4Cw0,en,extended,False,0,,False,28833580,1195666681181462528,One of my images of this amazingly sweet child in The Times of India She is on quite the ridekylieghcurran drsleep ZEISS Camera Lenses Americas,0.35,2019-11-16,DrSleep,positive
698,25,2019-11-11 00:16:47,1048,"Saw #DrSleep...quick take..long time to get going, some ok moment, stylishly shot...a longer review on https://t.co/5GzUbf09po later.

#iwatchmovies #moviereviews #StephenKing #horrormovies #horrormovie #BasementRejects",en,extended,False,0,,False,374278355,1193683954890682368,Saw DrSleepquick takelong time to get going some ok moment stylishly shota longer review on lateriwatchmovies moviereviews StephenKing horrormovies horrormovie BasementRejects,0.3333333333333333,2019-11-11,DrSleep,positive
257,7,2019-11-17 02:18:25,94,It’s super convenient that kid from The Shining grew up to be Ewan Mcgregor and Star in #DrSleep #DrSleepMovie,en,extended,False,0,,False,1193973271617769472,1195888892131598337,Its super convenient that kid from The Shining grew up to be Ewan Mcgregor and Star in DrSleep DrSleepMovie,0.3333333333333333,2019-11-17,DrSleep,positive
675,142,2019-11-11 02:41:40,344,If you liked The Shining you will love @DoctorSleepFilm the original was one of my first horror films that I ever watched and kept me up at night as a kid I guess it left an impression on me. Saw #DrSleep last night and it was fantastic. Ewan McGregor was great as to be expected https://t.co/MrFQl4CeQI,en,extended,False,0,,False,223707783,1193720415862087681,If you liked The Shining you will love DoctorSleepFilm the original was one of my first horror films that I ever watched and kept me up at night as a kid I guess it left an impression on me Saw DrSleep last night and it was fantastic Ewan McGregor was great as to be expected,0.3138888888888889,2019-11-11,DrSleep,positive
1018,397,2019-11-09 16:14:55,5416,"@CEOHaize Continue with the hotel horror with this twisted up anthology reviewers compare to Tales From The Darkside! *FREE* on amazon prime!! We got our own REDRUM !!Catch trailer and watchlist add here: https://t.co/9vr2BYIsHf

#Horror
#horrorfans
#DrSleep
#REDRUM https://t.co/ja0xnWX69x",en,extended,False,0,,False,990744956,1193200305003024389,CEOHaize Continue with the hotel horror with this twisted up anthology reviewers compare to Tales From The Darkside FREE on amazon prime We got our own REDRUM Catch trailer and watchlist add here HorrorhorrorfansDrSleepREDRUM,0.3125,2019-11-09,DrSleep,positive
1082,465,2019-11-09 13:15:09,195,"Damn, didn't know that #DrSleep is a direct sequel to the classic The Shining.

And. It's. Freaking. GOOD!!!  Bringing back the nostalgia. And expanding the universe (How sequel should be *cough Terminator cough* ) 9.8/10 https://t.co/CenMRE2mwu",en,extended,False,0,,False,1412321899,1193155061750231041,Damn didnt know that DrSleep is a direct sequel to the classic The ShiningAnd Its Freaking GOOD Bringing back the nostalgia And expanding the universe How sequel should be cough Terminator cough 9810,0.30333333333333334,2019-11-09,DrSleep,positive
1034,413,2019-11-09 15:36:43,965,"Love this so much! Kinda bittersweet tho, can’t wait to see the new keeper #DrSleep https://t.co/rsF084KyRM",en,extended,False,0,,False,825803813462368256,1193190689196126208,Love this so much Kinda bittersweet tho cant wait to see the new keeper DrSleep,0.29545454545454547,2019-11-09,DrSleep,positive
732,68,2019-11-10 21:16:50,739,"Enjoyed Dr. Sleep.  True to the book as much as possible.  Great acting, especially newcomer Kyliegh Curran.  #DrSleepMovie #DrSleep",en,extended,False,0,,False,14607400,1193638669757886465,Enjoyed Dr Sleep True to the book as much as possible Great acting especially newcomer Kyliegh Curran DrSleepMovie DrSleep,0.27499999999999997,2019-11-10,DrSleep,positive
16,16,2019-12-04 13:58:29,2024,New episodes on #drsleep (iTunes) and #misery (Patreon) are up right now! https://t.co/c2Wv8obTiE,en,extended,False,0,,False,367980355,1202225664478367744,New episodes on drsleep iTunes and misery Patreon are up right now,0.24675324675324672,2019-12-04,DrSleep,positive
694,21,2019-11-11 00:34:36,605,@StephenKing got up early this morning to see #DrSleep and absolutely loved it! Definitely a second viewing in the near future ♡♡,en,extended,False,0,,False,108057780,1193688439796813824,StephenKing got up early this morning to see DrSleep and absolutely loved it Definitely a second viewing in the near future,0.215,2019-11-11,DrSleep,positive
1630,191,2019-11-01 23:05:25,576,Sooo @mcgregor_ewan is still an absolute SNACK #drsleep,en,normal,False,0,,False,123395124,1190404504296083475,Sooo mcgregorewan is still an absolute SNACK drsleep,0.2,2019-11-01,DrSleep,positive
1282,713,2019-11-08 18:25:41,80,"Watched #TheShining last night in preparation for #DrSleep and I must say, it’s a dang shame Jack Nicholson didn’t get his own Joker movie bc THAT GUY is crazy talented.",en,extended,False,0,,False,2523131353,1192870824400818176,Watched TheShining last night in preparation for DrSleep and I must say its a dang shame Jack Nicholson didnt get his own Joker movie bc THAT GUY is crazy talented,0.175,2019-11-08,DrSleep,positive
103,34,2019-11-21 11:42:54,135,"#DrSleep
Abra Stone, the young Shining adept, is compelling although the character feels like a more aggressive retread of Charlie from Firestarter.
On the other hand, the actual horror is never fully convincing. King's style is a bit too cosy for his antagonists to be scary.",en,extended,False,0,,False,193733081,1197480501432459265,DrSleepAbra Stone the young Shining adept is compelling although the character feels like a more aggressive retread of Charlie from FirestarterOn the other hand the actual horror is never fully convincing Kings style is a bit too cosy for his antagonists to be scary,0.171875,2019-11-21,DrSleep,positive
860,217,2019-11-10 03:48:51,2819,The next time I encounter a woman dressed like THIS who approaches me with the words ‘Hi There’ I’m running as fast as I can toward the exit signs!! #DrSleepMovie  @DoctorSleepFilm #DrSleep https://t.co/edgq80pJzB,en,extended,False,0,,False,21976876,1193374935323987968,The next time I encounter a woman dressed like THIS who approaches me with the words Hi There Im running as fast as I can toward the exit signs DrSleepMovie DoctorSleepFilm DrSleep,0.15625,2019-11-10,DrSleep,positive
156,6,2019-11-19 18:57:10,1619,"After reading nothing but @StephenKing since n😊I was teenager, I’ve not read any of his for a long time. (After reading like EVERYTHING!) Currently reading #DrSleep as I’ve had this a while and I love his writing style. It’s like coming home. ❤️",en,extended,False,0,,False,154206633,1196865011941068801,After reading nothing but StephenKing since nI was teenager Ive not read any of his for a long time After reading like EVERYTHING Currently reading DrSleep as Ive had this a while and I love his writing style Its like coming home,0.14583333333333334,2019-11-19,DrSleep,positive
1266,693,2019-11-08 20:48:37,76,"I should be seeing more love for rebecca ferguson though, a fucking woman #drsleep #rosethehat",en,extended,False,0,,False,1007256336822923264,1192906793518878720,I should be seeing more love for rebecca ferguson though a fucking woman drsleep rosethehat,0.13333333333333333,2019-11-08,DrSleep,positive
664,128,2019-11-11 04:16:50,1001,"If you can stay awake through the snooze fest first half, @DoctorSleepFilm redeems itself in the end. #shining #drsleep #WarnerBros #EwanMcGregor #sequel https://t.co/NWTm76zLva",en,extended,False,0,,False,405026938,1193744367535742981,If you can stay awake through the snooze fest first half DoctorSleepFilm redeems itself in the end shining drsleep WarnerBros EwanMcGregor sequel,0.04166666666666667,2019-11-11,DrSleep,positive
1625,183,2019-11-02 07:54:10,108,"Not quite in time for Halloween, but, it's finally done. #theshining #drsleep #shelleyduvall #horror #halloween… https://t.co/RCjPQOFNGz",en,normal,False,0,,False,256219385,1190537570817576960,Not quite in time for Halloween but its finally done theshining drsleep shelleyduvall horror halloween,0.0,2019-11-02,DrSleep,neutral
503,20,2019-11-13 00:32:08,344,"Freezing outside, so night at the movies it is! #drsleep #StephenKing #horror https://t.co/RXCWU4X4jM",en,extended,False,0,,False,85976717,1194412594662166528,Freezing outside so night at the movies it is drsleep StephenKing horror,0.0,2019-11-13,DrSleep,neutral
570,3,2019-11-12 03:00:50,3674,"World’s Finest Geeks Podcast: 11-11-2019🎙️
#TheInvisibleMan, #FantasyIsland, #SCOOB , #TheBatman Casting, #arrowfinale in Jan '20, @hulu &amp; @FXNetworks, #loki, #WandaVision, #MoonKnight, #SheHulk, #MsMarvel, @Marvel Movies on #DisneyPlus, @DCUTitans, #DrSleep, &amp; @netflix Reviews. https://t.co/ee1wDpKM37",en,extended,False,3,,False,1025041083896680448,1194087628645289987,Worlds Finest Geeks Podcast 11112019TheInvisibleMan FantasyIsland SCOOB TheBatman Casting arrowfinale in Jan 20 hulu amp FXNetworks loki WandaVision MoonKnight SheHulk MsMarvel Marvel Movies on DisneyPlus DCUTitans DrSleep amp netflix Reviews,0.0,2019-11-12,DrSleep,neutral
550,81,2019-11-12 09:59:46,139,Me as the 3rd act of #DrSleep starts. That was was freaking wicked!!!! https://t.co/Ouuno6JzFb,en,extended,False,0,,False,3016638483,1194193058994085888,Me as the 3rd act of DrSleep starts That was was freaking wicked,0.0,2019-11-12,DrSleep,neutral
1497,21,2019-11-05 20:21:25,549,This week everyone in the world is talking about @flanaganfilm shining sequal #drsleep not us though we're talking… https://t.co/ij3dYI3WCX,en,normal,False,1,,False,1090369679879798791,1191812785736441859,This week everyone in the world is talking about flanaganfilm shining sequal drsleep not us though were talking,0.0,2019-11-05,DrSleep,neutral
1735,311,2019-10-31 11:32:40,720,Michael's Musings #MichaelsMusings #MichaelShinafelt #EntertainMe #halloween2019 #JamieLeeCurtis #AHS1984… https://t.co/DcVmXo14kn,en,normal,False,0,,False,558189937,1189867782290038786,Michaels Musings MichaelsMusings MichaelShinafelt EntertainMe halloween2019 JamieLeeCurtis AHS1984,0.0,2019-10-31,DrSleep,neutral
672,139,2019-11-11 02:47:30,140,Now watching #DrSleep,en,extended,False,0,,False,18493080,1193721887207165952,Now watching DrSleep,0.0,2019-11-11,DrSleep,neutral
374,88,2019-11-15 01:45:45,228,"Jack's back!

#JackNicholson  #StephenKing #DrSleep https://t.co/e64vJdMyAp",en,extended,False,0,,False,76146303,1195155896323706880,Jacks backJackNicholson StephenKing DrSleep,0.0,2019-11-15,DrSleep,neutral
46,46,2019-11-29 22:10:01,509,"On our #DrSleep episode, we discuss the film's treatment of alcoholism. https://t.co/b3kw18TicJ",en,extended,False,0,,False,825571971723300864,1200537423530340353,On our DrSleep episode we discuss the films treatment of alcoholism,0.0,2019-11-29,DrSleep,neutral
429,48,2019-11-14 15:18:03,620,Our review of #drsleep is coming soon,en,extended,False,0,,False,4343512109,1194997931847430145,Our review of drsleep is coming soon,0.0,2019-11-14,DrSleep,neutral
317,24,2019-11-15 21:17:11,284,"“Well, hi, there.“
#theshining #shining #drsleep #doctorsleep #stephenking #rosethehat #rebeccaferguson #wip #sketching #fanart #artvideo #stephenkingfanart #stephenkingfan #redrum #ballpointpenart doctorsleepmovie… https://t.co/w9jRLCasSq",en,extended,False,1,,False,3270499838,1195450699884253192,Well hi there theshining shining drsleep doctorsleep stephenking rosethehat rebeccaferguson wip sketching fanart artvideo stephenkingfanart stephenkingfan redrum ballpointpenart doctorsleepmovie,0.0,2019-11-15,DrSleep,neutral
670,135,2019-11-11 03:15:45,1049,HORROR MOVIE REVIEW! DR. SLEEP! NO SPOILERS - Project Ellsworth #53 #DrSleep #TheShining #Horror Please Like &amp; Subscribe! https://t.co/k68teTqClF via @YouTube,en,extended,False,1,,False,383051614,1193728994279141376,HORROR MOVIE REVIEW DR SLEEP NO SPOILERS Project Ellsworth 53 DrSleep TheShining Horror Please Like amp Subscribe via YouTube,0.0,2019-11-11,DrSleep,neutral
302,7,2019-11-16 00:37:16,976,#DrSleep tied in so well with #TheShining. Another masterpiece.❤,en,extended,False,0,,False,303261675,1195501050289172481,DrSleep tied in so well with TheShining Another masterpiece,0.0,2019-11-16,DrSleep,neutral
1477,97,2019-11-06 03:06:08,29,Abra from #DrSleep &gt; 11 from #StrangerThings don’t @ me,en,normal,False,1,,False,972489606649253888,1191914637740199937,Abra from DrSleep gt 11 from StrangerThings dont me,0.0,2019-11-06,DrSleep,neutral
22,22,2019-12-03 00:07:32,1118,"Playing #jumpforce for next hour and giving away #hearthstone card pack codes, and a pair of tickets to #drsleep
https://t.co/7UzjIKvtve https://t.co/514lBUuah4",en,extended,False,0,,False,865424149585330176,1201654160795430912,Playing jumpforce for next hour and giving away hearthstone card pack codes and a pair of tickets to drsleep,0.0,2019-12-03,DrSleep,neutral
21,21,2019-12-03 06:33:37,1138,"Guys I watched #drsleep it was like I would see a female version of vector who he is on the hunt for the fluctlights.
Watch #drsleep it’s a movie about the soul eating.",en,extended,False,0,,False,2797592062,1201751322464309249,Guys I watched drsleep it was like I would see a female version of vector who he is on the hunt for the fluctlightsWatch drsleep its a movie about the soul eating,0.0,2019-12-03,DrSleep,neutral
616,62,2019-11-11 18:00:14,23210,Movie Review: Dr. Sleep https://t.co/9sPz3VrGpy #DrSleep https://t.co/SFfmymNMkZ,en,extended,False,0,,False,40061315,1193951581177368576,Movie Review Dr Sleep DrSleep,0.0,2019-11-11,DrSleep,neutral
335,44,2019-11-15 17:04:58,284,“The Hat” In progress #theshining #shining #drsleep #doctorsleep #stephenking #rosethehat #rebeccaferguson #wip #artinprogress #sketching #fanart #ballpointpenart https://t.co/enlDsnPonD,en,extended,False,1,,False,3270499838,1195387227771158534,The Hat In progress theshining shining drsleep doctorsleep stephenking rosethehat rebeccaferguson wip artinprogress sketching fanart ballpointpenart,0.0,2019-11-15,DrSleep,neutral
693,20,2019-11-11 00:37:43,138,Curse you @MikeMorse1017 wearing umaru chan at #DrSleep https://t.co/3yW2iI1lvy,en,extended,False,1,,False,767912717659303936,1193689223695650827,Curse you MikeMorse1017 wearing umaru chan at DrSleep,0.0,2019-11-11,DrSleep,neutral
218,49,2019-11-18 02:04:17,1573,My thoughts on Mike Flanagan’s Dr Sleep. (Go see this movie!) ⁦@StephenKing⁩ #DrSleep  https://t.co/Z9YQr0DTRi,en,extended,False,0,,False,2535615782,1196247726465306624,My thoughts on Mike Flanagans Dr Sleep Go see this movie StephenKing DrSleep,0.0,2019-11-18,DrSleep,neutral
710,37,2019-11-10 23:27:02,2469,@StephenKing Time to watch #DrSleep 😱 https://t.co/Zw2tLv7oHv,en,extended,False,0,,False,50893417,1193671436684201985,StephenKing Time to watch DrSleep,0.0,2019-11-10,DrSleep,neutral
536,64,2019-11-12 14:47:57,475,"Some of my friends didn't even know that DR SLEEP was a sequel to THE SHINING:
https://t.co/HfhuuckH7I
#SIFTER #DrSleep #DrSleepMovie https://t.co/vYcE7RlsCy",en,extended,False,0,,False,21873932,1194265580515315718,Some of my friends didnt even know that DR SLEEP was a sequel to THE SHINING SIFTER DrSleep DrSleepMovie,0.0,2019-11-12,DrSleep,neutral
1401,95,2019-11-07 03:44:56,68,"@StephenKing after reading and seeing #drsleep, would you consider writing a novella or something explaining the tr… https://t.co/kEg3WmrRZo",en,normal,False,0,,False,136240227,1192286789383458816,StephenKing after reading and seeing drsleep would you consider writing a novella or something explaining the tr,0.0,2019-11-07,DrSleep,neutral
1224,636,2019-11-09 02:39:24,514,Time for @StephenKing's #drsleep.,en,extended,False,0,,False,42744326,1192995071060168706,Time for StephenKings drsleep,0.0,2019-11-09,DrSleep,neutral
1591,139,2019-11-03 13:43:13,228,About to see #DrSleep Looking forward to this.,en,normal,False,0,,False,751799379170889729,1190987797462736898,About to see DrSleep Looking forward to this,0.0,2019-11-03,DrSleep,neutral
1621,179,2019-11-02 09:37:00,1876,Well going to the cinema to see #drsleep tomorrow with @kellylouise3008 I am going to scream 😱 so I apologise in advance 😂,en,normal,False,0,,False,437065715,1190563447051898881,Well going to the cinema to see drsleep tomorrow with kellylouise3008 I am going to scream so I apologise in advance,0.0,2019-11-02,DrSleep,neutral
431,50,2019-11-14 12:00:00,52363,"It's #podcast time! We review #DoctorSleep and rewatch #FightClub. Get it in your ears:

https://t.co/uoIHyTmSZp

#DrSleep #TheShining #horror #thriller #StephenKing #film #movie #cinema https://t.co/s65TG8GRSK",en,extended,False,1,,False,2709128076,1194948092367257605,Its podcast time We review DoctorSleep and rewatch FightClub Get it in your earsDrSleep TheShining horror thriller StephenKing film movie cinema,0.0,2019-11-14,DrSleep,neutral
1376,61,2019-11-07 17:28:47,482,Woaaaaah!! #TheShining #DrSleep https://t.co/9fZrV74HtM,en,normal,False,0,,False,1165447214,1192494115205705733,Woaaaaah TheShining DrSleep,0.0,2019-11-07,DrSleep,neutral
1726,300,2019-10-31 14:54:26,516,#31DaysofHorror #31DaysOfHalloween #mutantfam #mutanttheater Day 31 movie: Stanley Kubrick's The Shining.  The… https://t.co/D0nWVdZkUb,en,normal,False,0,,False,2850713676,1189918557376671744,31DaysofHorror 31DaysOfHalloween mutantfam mutanttheater Day 31 movie Stanley Kubricks The Shining The,0.0,2019-10-31,DrSleep,neutral
966,340,2019-11-09 20:55:07,62,"Watching The Shining on DVD. Under Danny's hand is Matchbox Mercedes SL and next to it a yellow Matchbox Mustang. Both, 39 yrs later, are on the stand under my telly. #DrSleep https://t.co/K2vd8kMFXc",en,extended,False,0,,False,635386042,1193270818203152385,Watching The Shining on DVD Under Dannys hand is Matchbox Mercedes SL and next to it a yellow Matchbox Mustang Both 39 yrs later are on the stand under my telly DrSleep,0.0,2019-11-09,DrSleep,neutral
116,6,2019-11-20 19:27:43,1640,33th Movie of the year ...!!! #DrSleep @Kerasotes @ShowPlaceICON #MovieDate 🍿 https://t.co/lrQsRZQiwy,en,extended,False,0,,False,231726510,1197235091279372288,33th Movie of the year DrSleep Kerasotes ShowPlaceICON MovieDate,0.0,2019-11-20,DrSleep,neutral
80,11,2019-11-22 12:00:00,52444,"It's #podcast time! We review #DoctorSleep and rewatch #FightClub. Get it in your ears:

https://t.co/uoIHyTEunZ

#DrSleep #TheShining #horror #thriller #StephenKing #film #movie #cinema https://t.co/Qepo1yobKU",en,extended,False,2,,False,2709128076,1197847192817549312,Its podcast time We review DoctorSleep and rewatch FightClub Get it in your earsDrSleep TheShining horror thriller StephenKing film movie cinema,0.0,2019-11-22,DrSleep,neutral
1357,33,2019-11-07 21:33:09,29,When you realize @StephenKing  reference @emiliaclarke ‘s Daenerys  @GameOfThrones  in Dr. Sleep 🤯🤣🙌🏻 gotta finish… https://t.co/GcUqNl7tMK,en,normal,False,0,,False,1166394547645091841,1192555615383621633,When you realize StephenKing reference emiliaclarke s Daenerys GameOfThrones in Dr Sleep gotta finish,0.0,2019-11-07,DrSleep,neutral
781,122,2019-11-10 16:46:34,696,#DrSleep time,en,extended,False,0,,False,792358534209937408,1193570657839276033,DrSleep time,0.0,2019-11-10,DrSleep,neutral
987,363,2019-11-09 18:59:23,4,"Saw The Shining again. Red Dr. Sleep long time ago. Wanted to see Dr.Sleep in cinema, decided to read the Wikipedia plot, might dive in the book pile to find the book, however will wait and wish perhaps it might come out on Netflix 🤲🏽 #drsleep #stephenking #theshining",en,extended,False,0,,False,933878221086400513,1193241690447872000,Saw The Shining again Red Dr Sleep long time ago Wanted to see DrSleep in cinema decided to read the Wikipedia plot might dive in the book pile to find the book however will wait and wish perhaps it might come out on Netflix drsleep stephenking theshining,-0.025,2019-11-09,DrSleep,negative
1523,63,2019-11-04 22:25:09,1112,"#DrSleep , what a complete load of shite. Time wasted, that I can never get back.",en,normal,False,0,,False,20613692,1191481533980454912,DrSleep what a complete load of shite Time wasted that I can never get back,-0.03333333333333333,2019-11-04,DrSleep,negative
537,65,2019-11-12 14:44:39,60,"Why are movies getting so long? This isn't Lawrence of Arabia epics being put in theaters. If I have to sit in a theater for 2.5+ hrs, just make the miniseries. #movies #film #whyiskippedit2 #skippedavengers #solong  #drsleep #plus30minutesoftrailers #streamit #movietheater https://t.co/mbM9IW5bfr",en,extended,False,0,,False,744927728739225601,1194264750412226561,Why are movies getting so long This isnt Lawrence of Arabia epics being put in theaters If I have to sit in a theater for 25 hrs just make the miniseries movies film whyiskippedit2 skippedavengers solong drsleep plus30minutesoftrailers streamit movietheater,-0.05,2019-11-12,DrSleep,negative
1386,74,2019-11-07 14:49:04,162,Time for a long overdue revisit to the overlook hotel 😬 #drsleep https://t.co/Kbuv4uhtmU,en,normal,False,1,,False,14664453,1192453923375845383,Time for a long overdue revisit to the overlook hotel drsleep,-0.05,2019-11-07,DrSleep,negative
1351,23,2019-11-07 23:01:15,13,We are a little late to the party with #terminatordarkfate but doing a double with #drsleep right after time to buc… https://t.co/aE1tIRT596,en,normal,False,0,,False,999854012030533635,1192577783823626241,We are a little late to the party with terminatordarkfate but doing a double with drsleep right after time to buc,-0.05044642857142857,2019-11-07,DrSleep,negative
474,36,2019-11-13 11:58:07,47924,Tonight at 8pm EST we sit down to discuss #DoctorSleep for the next BGH podcast. Send in your #askbgh questions and we'll answer them on the show. #drsleep,en,extended,False,1,,False,15429719,1194585227206758400,Tonight at 8pm EST we sit down to discuss DoctorSleep for the next BGH podcast Send in your askbgh questions and well answer them on the show drsleep,-0.07777777777777779,2019-11-13,DrSleep,negative
424,41,2019-11-14 18:46:02,242,I don’t think I want to@live on a planet where #midway beats out #drsleep in the theater. Taking it one step further. How the hell does Dr Sleep bomb are all the OG shinning fans dead or something,en,extended,False,0,,False,17147972,1195050270268493825,I dont think I want tolive on a planet where midway beats out drsleep in the theater Taking it one step further How the hell does Dr Sleep bomb are all the OG shinning fans dead or something,-0.1,2019-11-14,DrSleep,negative
1206,596,2019-11-09 06:23:18,187,"What the f*ck Is wrong with @StephenKing? 😱
Thanks, in advance, for not letting me sleep! 😱
#DrSleep",en,extended,False,0,,False,388421261,1193051418011348993,What the fck Is wrong with StephenKing Thanks in advance for not letting me sleep DrSleep,-0.125,2019-11-09,DrSleep,negative
1803,401,2019-10-30 06:51:07,74,Can’t wait to go with @dangermouse118 to see #Terminator on Sunday 💃🏼💃🏼💃🏼. Not our usual horror fix so next one will have to be #drsleep,en,normal,False,1,,False,710931340942774272,1189434538465943553,Cant wait to go with dangermouse118 to see Terminator on Sunday Not our usual horror fix so next one will have to be drsleep,-0.125,2019-10-30,DrSleep,negative
